"SpID","SpeciesID","Description","CommonName","Fishgut","FishgutPrey","LightTrap","Benthic","Drift","Sticky","Pitfall","Malaise","RegressionA","RegressionB","Kingdom","Phylum","Class","Order","Superfamily","Family","Genus","Species","Habitat","Stage","FFG","MHBI","Notes","Group","BenthicID","DriftID","AFDM_Multiplier"
411,"TRRU","Trichoptera: Leptoceridae: Triaenodes ruiteri (Adult)","Dave's a badass",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Triaenodes","ruiteri","Aquatic","Adult",,,,"AQTRIC",,,
412,"DIAT","Trichoptera: Limnephilidae: Dicosmoecus atripes (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Dicosmoecus","atripes","Aquatic","Adult",,,"MEGA!","AQTRIC",,,
413,"HEDI","Trichoptera: Limnephilidae: Hesperophylax designatus (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Hesperophylax","designatus","Aquatic","Adult",,,,"AQTRIC",,,
414,"ONUN","Trichoptera: Limnephilidae: Oncosmoecus unicolor (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Oncosmoecus","unicolor","Aquatic","Adult",,,,"AQTRIC",,,
415,"PSSU","Trichoptera: Limnephilidae: Psychoglypha subborealis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Limnephilidae","Psychoglypha","subborealis","Aquatic","Adult",,,,"AQTRIC",,,
416,"TIPR","Trichoptera: Psychomyiidae: Tinodes provo (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Psychomyiidae","Tinodes","provo","Aquatic","Adult",,,,"AQTRIC",,,
417,"LEHY","Ephemeroptera: Leptohyphidae (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptohyphidae",,,"Aquatic","Adult",,,,"AQEPHE",,,
418,"NEOC","Ephemeroptera: Leptophlebiidae: Neochoroterpes spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptophlebiidae","Neochoroterpes",,"Aquatic","Adult",,,,"AQEPHE",,,
419,"LYCO","Araneae: Lycosidae (Adult)","Wolf spider",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnida","Araneae","Lycosoidea","Lycosidae",,,"Terrestrial","Adult","PredatorWanderer",,,"TEARAC",,,
420,"GNAP","Araneae: Gnaphosidae (Adult)","Ground spider",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnida","Araneae","Gnaphosoidea","Gnaphosidae",,,"Terrestrial","Adult","PredatorWanderer",,,"TEARAC",,,
421,"ARAN","Araneae: Araneidae (Adult)","Orb-weaver spider",0,0,1,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnida","Araneae","Araneoidea","Araneidae",,,"Terrestrial","Adult","PredatorWebbed",,,"TEARAC",,,
422,"COLA","Coleoptera (Larva)","Beetle larvae",0,0,0,0,1,0,1,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,,,,"Terrestrial","Larva","Generalist",,,"TECOLE",,,
423,"SALT","Araneae: Salticidae (Adult)","Jumping spider",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnida","Araneae",,"Salticidae",,,"Terrestrial","Adult","PredatorGround",,,"TEARAC",,,
424,"TETR","Araneae: Tetragnathidae (Adult)","Long-jawed orb-weaver spider",0,0,0,0,0,1,1,1,,,"Animalia","Arthropoda","Arachnida","Araneae",,"Tetragnathidae",,,"Terrestrial","Adult","PredatorWebbed",,,"TEARAC",,,
425,"THOM","Araneae: Thomisidae (Adult)","Crab spider",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnida","Araneae",,"Thomisidae",,,"Terrestrial","Adult","PredatorWanderer",,,"TEARAC",,,
426,"DELP","Hemiptera: Delphacidae (Adult)","Planthopper",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Insecta","Hemiptera","Fulgoroidea","Delphacidae",,,"Terrestrial","Adult","Herbivore",,,"TEHEMI",,,
427,"DICT","Araneae: Dictynidae (Adult)","Mesh web weaver spider",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnida","Araneae",,"Dictynidae",,,"Terrestrial","Adult","PredatorWanderer",,,"TEARAC",,,
428,"OXYO","Araneae: Oxyopidae (Adult)","Lynx spider",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnida","Araneae",,"Oxyopidae",,,"Terrestrial","Adult","PredatorWanderer",,,"TEARAC",,,
429,"LIOC","Araneae: Liocranidae (Adult)","Sac spider",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Arachnidae","Araneae",,"Liocranidae",,,"Terrestrial","Adult","PredatorWanderer",,,"TEARAC",,,
430,"CERC","Hemiptera: Cercopidae (Adult)","Froghopper",0,0,0,0,0,0,1,0,,,"Animalia","Arthropoda","Insecta","Hemiptera","Cercopoidea","Cercopidae",,,"Terrestrial","Adult","Herbivore",,,"TEHEMI",,,
431,"HYDE","Trichoptera: Hydropsychidae: Hydropsyche spp. (Larva)","Net-spinning caddisfly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche",,"Aquatic","Larva","CollectorFilterer",,,"AQTRIC",,,
432,"LETR","Trichoptera: Hydroptilidae: Leucotrichia spp. (Larva)","Ring-horn microcaddis larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydroptilidae","Leucotrichia",,"Aquatic","Larva","CollectorGatherer",,,"AQTRIC",,,
433,"OCHR","Trichoptera: Hydroptilidae: Ochrotrichia spp. (Larva)","Microcaddis larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydroptilidae","Ochrotrichia",,"Aquatic","Larva","CollectorGatherer",,,"AQTRIC",,,
434,"CHIM","Trichoptera: Philopotamidae: Chimarra spp. (Larva)","Little black caddisfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Philopotamidae","Chimarra",,"Aquatic","Larva","CollectorGatherer",,,"AQTRIC",,,
435,"HELI","Trichoptera: Helicopsychidae: Helicopsyche spp. (Larva)","Snail-cased caddis larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Helicopsychidae","Helicopsyche",,"Aquatic","Larva","ScraperGrazer",,,"AQTRIC",,,
436,"ACLA","Ephemeroptera: Baetidae: Acentrella spp. (Larva)","Tiny blue-winged olive larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Baetidae","Acentrella",,"Aquatic","Larva","CollectorGatherer",,,"AQEPHE",,,
438,"LEPT","Ephemeroptera: Leptophlebiidae (Larva)","Prong-gilled mayfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptophlebiidae",,,"Aquatic","Larva","Shredder",,,"AQEPHE",,,
439,"CAPN","Plecoptera: Capniidae (Larva)","Small winter stonefly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera","Numouroidea","Capniidae",,,"Aquatic","Larva","Shredder",,,"AQPLEC",,,
440,"CULL","Diptera: Culicidae (Larva)","Mosquito larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Culicidae",,,"Aquatic","Larva",,,,"AQDIPT",,,
441,"SIMM","Diptera: Simuliidae: Simulium spp. (Larva)","Blackfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Simuliidae","Simulium",,"Aquatic","Larva","CollectorFilterer",,,"AQDIPT",,,
442,"WEIL","Diptera: Empididae: Weidemannia spp. (Larva)","Dagger fly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera","Empidoidea","Empididae","Weidemannia",,"Aquatic","Larva","Predator",,,"AQDIPT",,,
443,"WEIA","Diptera: Empididae: Weidemannia spp. (Adult)","Dagger fly adult",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera","Empidoidea","Empididae","Weidemannia",,"Aquatic","Adult",,,,"AQDIPT",,,
444,"HEMR","Diptera: Empididae: Hemerodromia spp. (Larva)","Dance fly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera","Empidoidea","Empididae","Hemerodromia",,"Aquatic","Larva","Predator",,,"AQDIPT",,,
445,"CHOL","Diptera: Chironomidae (Larva)","Orthoclad midge larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Chironomidae",,,"Aquatic","Larva",,,"midge subfamily","AQDIPT",,,
446,"PHOL","Diptera: Phoridae (Larva)","scuttle fly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera","Platypezoidea","Phoridae",,,"Aquatic","Larva",,,,"AQDIPT",,,
447,"MARU","Diptera: Psychodidae: Maruina spp. (Larva)","moth/sand fly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Psychodidae","Maruina",,"Aquatic","Larva","CollectorGatherer",,,"AQDIPT",,,
448,"PROB","Diptera: Ceratopogonidae: Probezzia spp. (Larva)","No-see-um larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Ceratopogonidae","Probezzia",,"Aquatic","Larva","Predator",,,"AQDIPT",,,
449,"TABS","Diptera: Tabanidae: Tabanus spp. (Larva)","horse fly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Tabanidae","Tabanus",,"Aquatic","Larva","Predator",,,"AQDIPT",,,
450,"CALO","Diptera: Stratiomyidae: Caloparyphus spp. (Larva)","Soldier fly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Stratiomyidae","Caloparyphus",,"Aquatic","Larva","CollectorGatherer",,,"AQDIPT",,,
451,"ARGI","Odonata: Coenagrionidae: Argia spp. (Larva)","Narrow-winged damselfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Odonata","Zygoptera (Suborder)","Coenagrionidae","Argia",,"Aquatic","Larva","Predator",,,"AQODON",,,
452,"MCYL","Coleoptera: Elmidae: Microcylloepus spp. (Larva)","Riffle beetle larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera","Byrrhoidea","Elmidae","Microcylloepus",,"Aquatic","Larva","CollectorGatherer",,,"AQCOLE",,,
453,"PETL","Lepidoptera: Crambidae: Petrophila spp. (Larva)","Aquatic caterpillar",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Lepidoptera",,"Crambidae","Petrophila",,"Aquatic","Larva","Shredder",,,"AQLEPI",,,
454,"HETA","Odonata: Calopterygidae: Hetaerina spp. (Larva)","Rubyspot damselfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Odonata",,"Calopterygidae","Hetaerina",,"Aquatic","Larva","Predator",,,"AQODON",,,
455,"FUNG","Diptera (Adult)","Fungus gnats (catch-all)",0,0,1,1,1,1,0,1,,,"Animalia","Arthropoda","Insecta","Diptera","Sciaroidea",,,,"Terrestrial","Adult",,,"Includes Sciaridae, Diadocidiidae, Ditomyiidae, Keroplatidae, Bolitophilidae, and Mycetophilidae, and Cecidomyiidae.","TEDIPT",,,
456,"MCYA","Coleoptera: Elmidae: Microcylloepus spp. (Adult)","Riffle beetle adult",0,0,1,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera","Byrrhoidea","Elmidae","Microcylloepus",,"Aquatic","Adult","CollectorGatherer",,,"AQCOLE",,,
457,"TABL","Diptera: Tabanidae (Larva)","horse fly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Tabanidae",,,"Aquatic","Larva","Predator",,,"AQDIPT",,,
458,"SIUP","Diptera: Simuliidae: Simulium spp. (Pupa)","Blackfly pupae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Simuliidae","Simulium",,"Aquatic","Pupa","CollectorGatherer",,,"AQDIPT",,,
459,"SIUL","Diptera: Simuliidae: Simulium spp. (Larva)","Blackfly larvae",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Simuliidae","Simulium",,"Aquatic","Larva",,,,"AQDIPT",,,
460,"ELOA","Coleoptera: Elmidae: Optioservus spp. (Adult)","four-spot riffle beetle adult",0,0,0,1,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera","Byrrhoidea","Elmidae","Optioservus",,"Aquatic","Adult",,,,"AQCOLE",,,
461,"EUPA","Diptera: Stratiomyidae: Euparyphus spp. (Larva)","Soldier fly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Stratiomyidae","Euparyphus",,"Aquatic","Larva","CollectorGatherer",,,"AQDIPT",,,
462,"LIBE","Odonata: Libellulidae (Larva)","Dragonfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Odonata",,"Libellulidae",,,"Aquatic","Larva","Predator",,,"AQODON",,,
463,"PARA","Ephemeroptera: Leptophlebiidae: Paraleptophlebia spp. (Adult)","Blue quill mayfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Leptophlebiidae","Paraleptophlebia",,"Aquatic","Adult","CollectorGatherer",,,"AQEPHE",,,
464,"POLL","Trichoptera: Polycentropodidae: Polycentropus spp. (Larva)","larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Polycentropodidae","Polycentropus",,"Aquatic","Larva","Predator",,,"AQTRIC",,,
465,"SWEL","Plecoptera: Chloroperlidae: Sweltza spp. (Larva)","larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera",,"Chloroperlidae","Sweltza",,"Aquatic","Larva","Predator",,,"AQPLEC",,,
467,"NEMT","Diptera (Adult)",,0,0,0,0,0,1,0,1,,,"Animalia","Arthropoda","Insecta","Diptera",,,,,"Aquatic","Adult",,,"Diptera Suborder","AQDIPT",,,
468,"ANTH","Ephemeroptera: Potamanthidae: Anthopotamus spp.","hacklegged burrower mayfly",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Potamanthidae","Anthopotamus",,"Aquatic",,,,,"AQEPHE",,,
469,"XIPH","Trichoptera: Xiphocentronidae",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Xiphocentronidae",,,"Aquatic",,,,,"AQTRIC",,,
470,"HETE","Trichoptera: Calamoceratidae: Heteroplectron spp.",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Calamoceratidae","Heteroplectron",,"Aquatic",,,,,"AQTRIC",,,
471,"PESP","Ephemeroptera: Ephemeridae: Pentagenia spp. (Adult)","riverbed burrower",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemeridae","Pentagenia",,"Aquatic","Adult",,,"rare","AQEPHE",,,
472,"MYST","Trichoptera: Leptoceridae: Mystacides spp. (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Leptoceridae","Mystacides",,"Aquatic","Adult",,,,"AQTRIC",,,
473,"EPIN","Ephemeroptera: Ephemerellidae: Ephemerella inermis (Adult)",,0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Ephemeroptera",,"Ephemerellidae","Ephemerella","inermis","Aquatic","Adult",,,,"AQEPHE",,,
474,"QUAG","Veneroida: Dreissenidae: Dreissena bugensis (Adult)","Quagga mussel",0,1,0,1,1,0,0,0,,,"Animalia","Mollusca","Bivalvia","Veneroida","Dreissenoidea","Dreissenidae","Dreissena","bugensis","Aquatic","Adult","CollectorFilterer",,,"AQMISC",,,
475,"PISI","Veneroida: Pisidiidae (Adult)","Fingernail clam",0,1,0,1,1,0,0,0,,,"Animalia","Mollusca","Bivalvia","Veneroida","Corbiculoidea","Pisidiidae",,,"Aquatic","Adult","CollectorFilterer",,,"AQMISC",,,
476,"DYTA","Coleoptera: Dytiscidae (Adult)","Predaceous diving beetle adult",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,"Dytiscidae",,,"Aquatic","Adult",,,,"AQCOLE",,,
477,"DRYA","Coleoptera: Dryopidae (Adult)","Long-toed water beetle adult",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,"Dryopidae",,,"Aquatic","Adult",,,,"AQCOLE",,,
478,"RHAG","Hemiptera: Veliidae: Rhagovelia spp. (Adult)","Small water striders",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Hemiptera",,"Veliidae","Rhagovelia",,"Aquatic","Adult","Predator",,,"AQHEMI",,,
479,"TINL","Trichoptera: Psychomyiidae: Tinodes spp. (Larva)","Net tube caddisfly larvae",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Psychomyiidae","Tinodes",,"Aquatic","Larva","CollectorGatherer",,,"AQTRIC",,,
480,"SILV","Diptera: Tabanidae: Silvius spp. (Larva)","Horsefly larva",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Tabanidae","Silvius",,"Aquatic","Larva",,,,"AQDIPT",,,
481,"DIXL","Diptera: Dixidae: Dixa spp. (Larva)","Meniscus midge larva",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Dixidae","Dixa",,"Aquatic","Larva",,,,"AQDIPT",,,
482,"WIEL","Diptera: Empididae: Wiedemannia spp. (Larva)","Dance fly larva",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera","Empidoidea","Empididae","Wiedemannia",,"Aquatic","Larva",,,,"AQDIPT",,,
483,"DICL","Diptera: Pediciidae: Dicranota spp. (Larva)","Hairy-eyed cranefly larva",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera","Tipuloidea","Pediciidae","Dicranota",,"Aquatic","Larva",,,,"AQDIPT",,,
484,"HYPP","Trichoptera: Hydropsychidae: Hydropsyche spp. (Pupa)",,0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae","Hydropsyche",,"Aquatic","Pupa",,,,"AQTRIC",,,
485,"WIEA","Diptera: Empididae: Wiedemannia spp. (Adult)","Dance fly adult",0,0,1,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera","Empidoidea","Empididae","Wiedemannia",,"Aquatic","Adult",,,,"AQDIPT",,,
486,"POLY","Trichoptera: Polycentropodidae (Larva)",,0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Polycentropodidae",,,"Aquatic","Larva",,,,"AQTRIC",,,
487,"RHCL","Trichoptera: Rhyacophilidae: Rhyacophila coloradensis (Larva)","Green sedge caddisfly larva",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Rhyacophilidae","Rhyacophila","coloradensis","Aquatic","Larva","Predator",,,"AQTRIC",,,
488,"CAPL","Plecoptera: Capniidae: Capnia spp. (Larva)","Small winter stonefly larva",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera","Numouroidea","Capniidae","Capnia",,"Aquatic","Larva",,,,"AQPLEC",,,
489,"CAPA","Plecoptera: Capniidae (Adult)","Small winter stonefly adult",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Plecoptera","Numouroidea","Capniidae",,,"Aquatic","Adult",,,,"AQPLEC",,,
490,"TAPL","Anura (Larva)","Frog or toad tadpole",0,0,0,1,0,0,0,0,,,"Animalia","Chordata","Amphibia","Anura",,,,,"Aquatic","Larva",,,,"AQMISC",,,
491,"HYEP","Trichoptera: Hydropsychidae (Pupa)","Net-spinning caddisfly pupa",0,0,0,1,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Trichoptera",,"Hydropsychidae",,,"Aquatic","Pupa",,,,"AQTRIC",,,
492,"LYMN","Hygrophila: Lymnaeidae (Adult)","Snail",0,0,0,1,0,0,0,0,,,"Animalia","Mollusca","Gastropoda","Hygrophila","Lymnaeoidea","Lymnaeidae",,,"Aquatic","Adult",,,"Possibly Fossaria?","AQMISC",,,
493,"DIPP","Diptera (Pupa)","fly pupa",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,,,,"Terrestrial","Pupa",,,,"TEDIPT",,,
494,"TIPP","Diptera (pupa)","craneflies",0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,,,,"Aquatic","pupa",,,,"AQDIPT",,,
495,"ELMA","Coleoptera: Elmidae (Adult)","Riffle Beetles",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,"Elmidae",,,"Aquatic","Adult",,,,"AQCOLE",,,
496,"ODOA","Odonata (Adult)","Damsels Dragons",0,0,1,0,1,0,0,0,,,"Anamalia","Arthropoda","Insecta","Odonata",,,,,"Aquatic","Adult","Predator",,,"AQODON",,,
497,"OLIG","N/A","segmented worms",1,0,0,1,1,0,0,0,,,"Animalia","Annelida","Clitellata","N/A",,,,,"Aquatic",,,,,"AQWORM",,,
498,"MANT","Mantodea (Adult)","Praying Mantis",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Mantodea",,,,,"Terrestrial","Adult",,,,"TEMANT",,,
499,"ENOC","Coleoptera: Hydrophilidae: Enochrus spp. (Adult)","aquatic scavenger beetle",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,"Hydrophilidae","Enochrus",,"Aquatic","Adult",,,,"AQCOLE",,,
500,"OCTH","Diptera: Ephydridae: Octhera spp. (Adult)","Shorefly adult",0,0,1,0,0,0,0,0,,,"Animalia","Arthropoda","Insecta","Diptera",,"Ephydridae","Octhera",,"Aquatic","Adult",,,,"AQDIPT",,,
501,"DYTL","Coleoptera: Dytiscidae (Larva)",,0,0,0,0,1,0,0,0,,,"Animalia","Arthropoda","Insecta","Coleoptera",,"Dytiscidae",,,"Aquatic","Larva","predator",,,"AQCOLE",,,
